Transaction_Date,Year,Month,Time,Amount,Merchant_City,Merchant_State,Is_Fraud?
14/11/2002,2002,11,5:29:00,3635760.2,La Verne,CA,No
14/11/2002,2002,11,6:25:00,2719680.0,La Verne,CA,No
15/11/2002,2002,11,7:36:00,940320.0,Monterey Park,CA,No
15/11/2002,2002,11,9:37:00,1607520.1,La Verne,CA,No
15/11/2002,2002,11,14:05:00,1392720.0,Ontario,CA,No
15/11/2002,2002,11,22:06:00,4473840.0,La Verne,CA,No
16/11/2002,2002,11,6:28:00,3205200.0,La Verne,CA,No
16/11/2002,2002,11,9:59:00,1433760.0,La Verne,CA,No
17/11/2002,2002,11,6:14:00,3791040.2,La Verne,CA,No
17/11/2002,2002,11,20:33:00,2289600.0,La Verne,CA,No
18/11/2002,2002,11,6:24:00,2398080.0,La Verne,CA,No
18/11/2002,2002,11,7:03:00,3055920.0,Mira Loma,CA,No
19/11/2002,2002,11,5:58:00,3229680.2,La Verne,CA,No
19/11/2002,2002,11,13:35:00,1270560.0,Monterey Park,CA,No
19/11/2002,2002,11,19:42:00,2298240.0,La Verne,CA,No
20/11/2002,2002,11,6:27:00,1996080.0,La Verne,CA,No
20/11/2002,2002,11,7:48:00,1302240.0,La Verne,CA,No
20/11/2002,2002,11,9:42:00,1464480.0,La Verne,CA,No
22/11/2002,2002,11,6:07:00,3154800.0,La Verne,CA,No
22/11/2002,2002,11,6:41:00,2781840.0,La Verne,CA,No
22/11/2002,2002,11,9:31:00,1582080.0,La Verne,CA,No
23/11/2002,2002,11,6:11:00,935760.06,La Verne,CA,No
23/11/2002,2002,11,6:16:00,3097680.2,Monterey Park,CA,No
23/11/2002,2002,11,6:47:00,893520.0,La Verne,CA,No
23/11/2002,2002,11,11:18:00,5494080.0,La Verne,CA,No
24/11/2002,2002,11,5:50:00,3402480.0,La Verne,CA,No
24/11/2002,2002,11,20:56:00,1247040.0,La Verne,CA,No
25/11/2002,2002,11,6:12:00,3433440.0,Mira Loma,CA,No
25/11/2002,2002,11,6:43:00,1216320.0,Monterey Park,CA,No
25/11/2002,2002,11,13:04:00,,La Verne,CA,No
25/11/2002,2002,11,13:27:00,1663440.0,La Verne,CA,No
25/11/2002,2002,11,13:29:00,2376000.0,La Verne,CA,No
25/11/2002,2002,11,16:52:00,2384640.0,Diamond Bar,CA,No
26/11/2002,2002,11,6:28:00,3043440.0,La Verne,CA,No
26/11/2002,2002,11,11:21:00,9113520.0,Calexico,CA,No
27/11/2002,2002,11,5:32:00,3562080.0,La Verne,CA,No
27/11/2002,2002,11,6:22:00,3326160.0,La Verne,CA,No
27/11/2002,2002,11,20:07:00,2571600.0,La Verne,CA,No
28/11/2002,2002,11,6:14:00,1954320.0,La Verne,CA,No
28/11/2002,2002,11,6:53:00,854399.94,Monterey Park,CA,No
29/11/2002,2002,11,6:14:00,4152720.0,La Verne,CA,No
29/11/2002,2002,11,6:41:00,930239.94,Monterey Park,CA,No
30/11/2002,2002,11,6:32:00,589200.0,La Verne,CA,No
30/11/2002,2002,11,16:46:00,2515440.0,La Verne,CA,No
1/12/2002,2002,12,5:35:00,1820640.0,Monterey Park,CA,No
1/12/2002,2002,12,6:22:00,3087120.0,La Verne,CA,No
2/12/2002,2002,12,6:13:00,3540959.8,Monterey Park,CA,No
2/12/2002,2002,12,12:34:00,,La Verne,CA,No
2/12/2002,2002,12,12:35:00,1593840.1,La Verne,CA,No
2/12/2002,2002,12,12:54:00,1200000.0,La Verne,CA,No
2/12/2002,2002,12,19:08:00,1704720.0,Chicago,IL,No
2/12/2002,2002,12,20:19:00,1879680.0,Chicago,IL,No
2/12/2002,2002,12,23:22:00,3048000.0,Chicago,IL,No
2/12/2002,2002,12,23:48:00,5064000.0,Peoria,IL,No
3/12/2002,2002,12,6:32:00,442800.03,Chicago,IL,No
3/12/2002,2002,12,20:14:00,1914720.0,Chicago,IL,No
4/12/2002,2002,12,20:08:00,2145360.0,Chicago,IL,No
5/12/2002,2002,12,13:17:00,238080.0,Chicago,IL,No
6/12/2002,2002,12,20:08:00,1915920.0,Chicago,IL,No
7/12/2002,2002,12,3:47:00,3586800.0,Peoria,IL,No
7/12/2002,2002,12,3:52:00,,Peoria,IL,No
7/12/2002,2002,12,5:21:00,4161120.0,Chicago,IL,No
7/12/2002,2002,12,5:23:00,,Chicago,IL,No
7/12/2002,2002,12,6:48:00,921840.0,La Verne,CA,No
7/12/2002,2002,12,20:21:00,1895280.0,Mira Loma,CA,No
8/12/2002,2002,12,6:22:00,2734560.0,La Verne,CA,No
8/12/2002,2002,12,6:44:00,1137600.0,La Verne,CA,No
8/12/2002,2002,12,20:07:00,5063040.0,ONLINE,"",No
8/12/2002,2002,12,20:26:00,1760880.1,La Verne,CA,No
9/12/2002,2002,12,6:08:00,3222239.8,La Verne,CA,No
10/12/2002,2002,12,5:14:00,3091680.2,La Verne,CA,No
10/12/2002,2002,12,6:10:00,3081840.0,ONLINE,"",No
10/12/2002,2002,12,6:47:00,1229520.0,La Verne,CA,No
11/12/2002,2002,12,6:01:00,3388560.0,La Verne,CA,No
11/12/2002,2002,12,20:14:00,4266000.0,Mira Loma,CA,No
11/12/2002,2002,12,20:47:00,1402080.0,ONLINE,"",No
12/12/2002,2002,12,6:11:00,3323280.0,Monterey Park,CA,No
12/12/2002,2002,12,6:49:00,2613600.0,La Verne,CA,No
1/9/2002,2002,9,6:21:00,3218160.0,La Verne,CA,No
1/9/2002,2002,9,6:42:00,923520.0,Monterey Park,CA,No
2/9/2002,2002,9,6:22:00,2888160.0,Monterey Park,CA,No
2/9/2002,2002,9,17:45:00,3094800.0,Monterey Park,CA,No
3/9/2002,2002,9,6:23:00,2513040.0,La Verne,CA,No
3/9/2002,2002,9,13:53:00,2068560.0,Monterey Park,CA,No
4/9/2002,2002,9,5:51:00,2252160.0,Monterey Park,CA,No
4/9/2002,2002,9,6:09:00,2964000.0,Monterey Park,CA,No
5/9/2002,2002,9,6:14:00,1481280.0,Monterey Park,CA,No
5/9/2002,2002,9,9:35:00,1370400.0,La Verne,CA,No
5/9/2002,2002,9,20:18:00,1825680.0,La Verne,CA,No
5/9/2002,2002,9,20:41:00,1293840.0,ONLINE,"",No
6/9/2002,2002,9,6:16:00,2648880.0,Mira Loma,CA,No
7/9/2002,2002,9,6:16:00,2809200.0,Monterey Park,CA,No
7/9/2002,2002,9,6:34:00,1087200.0,Monterey Park,CA,No
7/9/2002,2002,9,9:39:00,704160.0,La Verne,CA,No
8/9/2002,2002,9,6:10:00,3538800.0,La Verne,CA,No
8/9/2002,2002,9,6:38:00,666000.0,La Verne,CA,No
8/9/2002,2002,9,13:48:00,1837680.0,Monterey Park,CA,No
8/9/2002,2002,9,22:01:00,541440.0,Mira Loma,CA,No
9/9/2002,2002,9,6:54:00,900000.0,La Verne,CA,No
9/9/2002,2002,9,9:40:00,1572000.0,La Verne,CA,No
9/9/2002,2002,9,13:19:00,1354080.0,La Verne,CA,No
9/9/2002,2002,9,13:31:00,65040.0,La Verne,CA,No
9/9/2002,2002,9,20:02:00,3477599.8,ONLINE,"",No
10/9/2002,2002,9,6:20:00,3840000.0,Mira Loma,CA,No
10/9/2002,2002,9,6:22:00,2452320.0,La Verne,CA,No
10/9/2002,2002,9,6:31:00,881520.0,La Verne,CA,No
10/9/2002,2002,9,21:39:00,703920.0,Mira Loma,CA,No
11/9/2002,2002,9,6:28:00,3897360.0,La Verne,CA,No
11/9/2002,2002,9,6:33:00,825600.06,La Verne,CA,No
11/9/2002,2002,9,13:06:00,1489440.0,Mira Loma,CA,No
11/9/2002,2002,9,13:17:00,,Mira Loma,CA,No
11/9/2002,2002,9,13:23:00,2376000.0,Mira Loma,CA,No
11/9/2002,2002,9,19:30:00,1924320.0,La Verne,CA,No
12/9/2002,2002,9,6:21:00,2930400.0,La Verne,CA,No
12/9/2002,2002,9,6:26:00,2226240.0,La Verne,CA,No
12/9/2002,2002,9,6:50:00,1260480.0,La Verne,CA,No
12/9/2002,2002,9,11:43:00,27120.0,La Verne,CA,No
13/9/2002,2002,9,6:22:00,3042960.0,La Verne,CA,No
13/9/2002,2002,9,6:37:00,1065840.0,La Verne,CA,No
14/9/2002,2002,9,6:09:00,3944880.0,La Verne,CA,No
14/9/2002,2002,9,13:08:00,306240.0,La Verne,CA,No
15/9/2002,2002,9,5:34:00,2638560.0,La Verne,CA,No
